campaign,sequence,width,height,qp,gop,implementation,operation,mode,metric,n,mean,median,sample_std,cv_percent,minimum,maximum,ci95_low,ci95_high
full,basketball-360p,640,360,63,1,python,decode,throughput,throughput_fps,10,19.05753231786063,19.052302515825023,0.20465172999427378,1.073862694187721,18.623661982127967,19.32069249693638,18.911133289486767,19.203931346234494
full,basketball-360p,640,360,63,1,python,encode,memory,process_peak_rss_mib,10,1401.9171875,1401.02734375,2.6701464519109765,0.19046392152967143,1398.9453125,1408.81640625,1400.0070797956253,1403.8272952043746
full,basketball-360p,640,360,63,1,python,encode,throughput,codec_seconds,10,5.77135100530279,5.756227967003383,0.055631030404611266,0.9639169468898491,5.725094424993586,5.900742072011781,5.731554963515604,5.811147047089976
full,basketball-360p,640,360,63,1,python,encode,throughput,process_fps,10,6.2095669506400855,6.230760851625961,0.06431947132218624,1.0358125104932825,6.119288445786068,6.283451300405352,6.163555572640241,6.25557832863993
full,basketball-360p,640,360,63,1,python,encode,throughput,process_seconds,10,16.10574309680053,16.049411937500736,0.1673974730573248,1.0393651013257437,15.914820568999858,16.34176929000023,15.985994158403976,16.225492035197085
full,basketball-360p,640,360,63,1,python,encode,throughput,throughput_fps,10,17.328396461670437,17.37252341588821,0.16494952543578736,0.951902998068215,16.947021032204905,17.466960817875425,17.210398679510448,17.446394243830426
full,basketball-360p,640,360,63,30,python,decode,memory,process_peak_rss_mib,10,1424.212890625,1424.833984375,2.0744449470590696,0.1456555379265471,1421.1875,1427.33203125,1422.7289221060287,1425.6968591439713
full,basketball-360p,640,360,63,30,python,decode,throughput,codec_seconds,10,2.591430096099066,2.5932464230099868,0.03517433504642227,1.357332968362563,2.539068533993486,2.6448317199992744,2.56626789261006,2.616592299588072
full,basketball-360p,640,360,63,30,python,decode,throughput,process_fps,10,7.968554507686271,8.003392019712237,0.0717286301917608,0.9001460694354684,7.805653275498006,8.03615545931202,7.917242936721511,8.019866078651031
full,basketball-360p,640,360,63,30,python,decode,throughput,process_seconds,10,12.550252736699667,12.494703326998206,0.11421565152164562,0.9100665454142944,12.443761262000407,12.811227513000176,12.4685477816117,12.631957691787633
full,basketball-360p,640,360,63,30,python,decode,throughput,throughput_fps,10,38.59513041079667,38.56198480051548,0.5238541433311833,1.3573063175468358,37.80958888379766,39.384521788672814,38.220387731634105,38.969873089959236
full,basketball-360p,640,360,63,30,python,encode,memory,process_peak_rss_mib,10,1475.107421875,1475.1484375,3.501930431059113,0.23740172268998763,1471.01171875,1480.81640625,1472.6022917568512,1477.6125519931488
full,basketball-360p,640,360,63,30,python,encode,throughput,codec_seconds,10,3.2436677747003615,3.2364584304941673,0.06175820685574682,1.9039621547386065,3.1647524629988766,3.393394820001049,3.1994886149246464,3.2878469344760766
full,basketball-360p,640,360,63,30,python,encode,throughput,process_fps,10,7.447573172544324,7.463670295722729,0.08156325058070432,1.0951654813059026,7.294009932243314,7.557115069431782,7.3892263379665595,7.505920007122088
full,basketball-360p,640,360,63,30,python,encode,throughput,process_seconds,10,13.42864961579944,13.398267018999832,0.14782337703329854,1.100805972771658,13.23256283399678,13.70987987800072,13.322903142172152,13.534396089426728
full,basketball-360p,640,360,63,30,python,encode,throughput,throughput_fps,10,30.83912859660716,30.898066158713814,0.5738793810049455,1.8608806640148783,29.469014159681272,31.59804792607424,30.42860001820096,31.24965717501336
full,basketball-360p,640,360,63,100,python,decode,memory,process_peak_rss_mib,10,1422.8453125,1422.63671875,2.3131943402048076,0.16257525114521593,1419.0390625,1425.84765625,1421.1905529538415,1424.5000720461587
full,basketball-360p,640,360,63,100,python,decode,throughput,codec_seconds,10,2.4896622598032536,2.494402059497588,0.0450876209101894,1.8109934683972944,2.4221019740011798,2.5717838760137965,2.457408518810565,2.521916000795942
full,basketball-360p,640,360,63,100,python,decode,throughput,process_fps,10,8.00428909451071,8.02954389861521,0.08904064743038735,1.1124116880217487,7.824133411787396,8.129643368160965,7.94059325245771,8.067984936563711
full,basketball-360p,640,360,63,100,python,decode,throughput,process_seconds,10,12.49470490420008,12.454007539999111,0.14014859146444342,1.1216638771303244,12.300662583999838,12.780968158000178,12.394448641431453,12.594961166968709
full,basketball-360p,640,360,63,100,python,decode,throughput,throughput_fps,10,40.177903842164014,40.089801806787975,0.7249103323479568,1.8042512501292116,38.88351619771316,41.28645328454338,39.6593342296966,40.69647345463143
full,basketball-360p,640,360,63,100,python,encode,memory,process_peak_rss_mib,10,1474.37265625,1474.6953125,2.9092115473538436,0.1973186042905388,1470.83984375,1478.48828125,1472.2915316786195,1476.4537808213806
full,basketball-360p,640,360,63,100,python,encode,throughput,codec_seconds,10,3.1813703586049997,3.143089195011271,0.08958602623787834,2.8159571549274434,3.0493301100050303,3.3196688409843773,3.117284376055681,3.2454563411543185
full,basketball-360p,640,360,63,100,python,encode,throughput,process_fps,10,7.444295932543653,7.448605819635885,0.08515827162258457,1.1439399023661154,7.314239836163143,7.563222015987517,7.383377374836407,7.5052144902509
full,basketball-360p,640,360,63,100,python,encode,throughput,process_seconds,10,13.434691408100843,13.425342559500223,0.1542128279700252,1.1478702657586763,13.221878161002678,13.671960756000772,13.324374196620493,13.545008619581193
